VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR
575 1000 300 1600 20 200 100 262 4901 7504 370 2148 4468
575 1000 300 1600 20 200 200 272 6097 9516 384 3068 6533
575 1000 300 1600 20 200 300 282 7442 11339 398 4145 8402
575 1000 300 1600 20 200 400 293 8932 13017 413 5347 10110
575 1000 300 1600 20 225 0 253 3849 5207 358 1358 2023
575 1000 300 1600 20 225 100 263 4898 7504 370 2148 4468
575 1000 300 1600 20 225 200 274 6094 9516 384 3068 6533
575 1000 300 1600 20 225 300 284 7439 11339 398 4145 8402
575 1000 300 1600 20 225 400 295 8929 13017 413 5347 10110
575 1000 300 1600 20 250 0 255 3846 5207 358 1358 2023
575 1000 300 1600 20 250 100 265 4896 7504 371 2148 4468
575 1000 300 1600 20 250 200 275 6091 9516 384 3068 6533
575 1000 300 1600 20 250 300 286 7436 11339 398 4145 8402
575 1000 300 1600 20 250 400 297 8926 13017 413 5347 10110
575 1000 300 1600 20 275 0 257 3844 5207 358 1358 2023
575 1000 300 1600 20 275 100 267 4893 7504 371 2148 4468
575 1000 300 1600 20 275 200 277 6088 9516 384 3068 6533
575 1000 300 1600 20 275 300 288 7432 11339 398 4144 8402
575 1000 300 1600 20 275 400 299 8923 13017 413 5347 10110
575 1000 300 1600 20 300 0 258 3841 5207 358 1358 2023
575 1000 300 1600 20 300 100 268 4890 7504 371 2148 4468
575 1000 300 1600 20 300 200 279 6086 9516 384 3068 6533
575 1000 300 1600 20 300 300 289 7430 11339 398 4144 8402
575 1000 300 1600 20 300 400 301 8920 13017 413 5347 10110
575 1000 300 1600 30 200 0 254 3880 5207 363 1379 2023
575 1000 300 1600 30 200 100 264 4935 7504 376 2173 4468
575 1000 300 1600 30 200 200 274 6135 9516 390 3098 6533
575 1000 300 1600 30 200 300 285 7484 11339 405 4180 8402
575 1000 300 1600 30 200 400 296 8980 13017 420 5388 10110
575 1000 300 1600 30 225 0 255 3879 5207 363 1379 2023
575 1000 300 1600 30 225 100 265 4932 7504 376 2173 4468
575 1000 300 1600 30 225 200 276 6132 9516 390 3098 6533
575 1000 300 1600 30 225 300 286 7481 11339 405 4180 8402
575 1000 300 1600 30 225 400 298 8977 13017 420 5388 10110
575 1000 300 1600 30 250 0 257 3876 5207 363 1379 2023
575 1000 300 1600 30 250 100 267 4929 7504 376 2173 4468
575 1000 300 1600 30 250 200 277 6129 9516 390 3098 6533
575 1000 300 1600 30 250 300 288 7478 11339 405 4180 8402
575 1000 300 1600 30 250 400 299 8974 13017 420 5388 10110
575 1000 300 1600 30 275 0 259 3873 5207 363 1379 2023
575 1000 300 1600 30 275 100 269 4927 7504 376 2173 4468
575 1000 300 1600 30 275 200 279 6126 9516 390 3098 6533
575 1000 300 1600 30 275 300 290 7475 11339 405 4180 8402
575 1000 300 1600 30 275 400 301 8971 13017 420 5388 10110
575 1000 300 1600 30 300 0 260 3871 5207 363 1379 2023
575 1000 300 1600 30 300 100 270 4924 7504 376 2173 4468
575 1000 300 1600 30 300 200 281 6124 9516 390 3098 6533
